id,property_type,room_type,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,has_availability,accommodates,bathrooms,bedrooms,beds,guests_included,extra_people
23991400,Apartment,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",$0.00 ,$0.00 ,4,1125,t,6,1,3,3,3,10
23991522,Apartment,Entire home/apt,Real Bed,$85.00 ,$595.00 ,"$2,550.00 ",$0.00 ,$20.00 ,3,21,t,2,1,1,1,1,15
23992001,Apartment,Private room,Real Bed,$17.00 ,$119.00 ,$510.00 ,,,10,1125,t,3,1,1,1,1,0
23992957,Apartment,Private room,Real Bed,$33.00 ,$231.00 ,$990.00 ,$0.00 ,$10.00 ,2,31,t,2,1,1,1,1,0
23993043,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,,7,22,t,2,1,1,2,1,0
23994015,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",,,5,40,t,2,1,1,1,1,0
23994622,Apartment,Private room,Real Bed,$20.00 ,$140.00 ,$600.00 ,,,1,13,t,1,1.5,1,1,1,0
23994887,Apartment,Private room,Real Bed,$17.00 ,$119.00 ,$510.00 ,,,5,17,t,2,2,1,1,1,0
23994938,Apartment,Private room,Real Bed,$56.00 ,$392.00 ,"$1,680.00 ",$0.00 ,$20.00 ,2,1125,t,4,1,1,2,1,15
24001650,Apartment,Entire home/apt,Real Bed,$175.00 ,"$1,225.00 ","$5,250.00 ",$0.00 ,$35.00 ,2,1125,t,4,2,2,2,1,0
24002486,Apartment,Private room,Real Bed,$20.00 ,$140.00 ,$600.00 ,$0.00 ,$5.00 ,3,10,t,2,1,1,1,1,10
24002839,Apartment,Entire home/apt,Real Bed,$59.00 ,$413.00 ,"$1,770.00 ",$0.00 ,$10.00 ,2,1125,t,2,1,1,1,1,0
24003280,Apartment,Entire home/apt,Real Bed,$69.00 ,$483.00 ,"$2,070.00 ",$200.00 ,$70.00 ,2,1125,t,2,1.5,1,1,1,0
24003843,Apartment,Private room,Real Bed,$14.00 ,$98.00 ,$420.00 ,,,20,30,t,1,1,1,1,1,0
24005015,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$200.00 ,$45.00 ,2,1125,t,2,1,0,1,1,0
24006130,Apartment,Private room,Real Bed,$90.00 ,$630.00 ,"$2,700.00 ",,,5,10,t,4,1,2,2,1,0
24008051,Apartment,Private room,Real Bed,$14.00 ,$98.00 ,$420.00 ,,,30,30,t,1,1,1,1,1,0
24008347,Apartment,Entire home/apt,Real Bed,$75.00 ,$525.00 ,"$2,250.00 ",,,17,1125,t,4,1,2,1,1,0
24008953,Apartment,Private room,Real Bed,$23.00 ,$161.00 ,$690.00 ,$100.00 ,$15.00 ,1,1125,t,4,1,1,1,2,15
24008986,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,,3,7,t,2,1,0,1,1,0
24010257,Apartment,Entire home/apt,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ","$1,000.00 ",$0.00 ,2,1125,t,3,1,1,2,1,0
24010707,Apartment,Private room,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ",$0.00 ,$20.00 ,3,14,t,4,1.5,2,2,2,10
24012578,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,,,5,1125,t,2,1,1,1,1,0
24012723,Apartment,Private room,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ",,,3,10,t,3,1,0,3,1,0
24013688,Apartment,Entire home/apt,Real Bed,$38.00 ,$266.00 ,"$1,140.00 ",$500.00 ,$40.00 ,30,150,t,2,1,1,1,1,0
24015082,Apartment,Private room,Real Bed,$48.00 ,$336.00 ,"$1,440.00 ",$0.00 ,$0.00 ,1,1125,t,2,1,1,1,1,10
24015152,Apartment,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",$0.00 ,$5.00 ,1,1125,t,4,1,1,1,2,5
24016274,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$5.00 ,4,1125,t,2,1.5,0,1,1,5
24016414,Apartment,Private room,Real Bed,$36.00 ,$252.00 ,"$1,080.00 ",$0.00 ,$10.00 ,3,12,t,2,1,1,1,1,0
24016691,Condominium,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$300.00 ,$25.00 ,4,1124,t,2,1,0,1,1,0
24016934,Apartment,Entire home/apt,Real Bed,$110.00 ,$770.00 ,"$3,300.00 ",,,5,14,t,4,1,1,2,1,0
24017372,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,$0.00 ,$10.00 ,4,1125,t,2,2,1,1,1,0
24017691,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",,,1,1125,t,2,1,0,1,1,0
24018142,Apartment,Entire home/apt,Real Bed,$48.00 ,$336.00 ,"$1,440.00 ",$700.00 ,$16.00 ,4,30,t,2,1,1,1,1,0
24019375,Apartment,Entire home/apt,Real Bed,$220.00 ,"$1,540.00 ","$6,600.00 ",$400.00 ,$70.00 ,2,14,t,6,2,3,3,2,30
24024794,Apartment,Entire home/apt,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ",$0.00 ,$20.00 ,2,1125,t,3,1,0,1,2,10
24025073,Apartment,Private room,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",$0.00 ,$35.00 ,2,1125,t,2,1,1,1,1,10
24025264,Apartment,Entire home/apt,Real Bed,$59.00 ,$413.00 ,"$1,770.00 ",$500.00 ,$35.00 ,3,1125,t,4,1,1,1,1,30
24025418,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$0.00 ,$8.00 ,2,200,t,5,1,2,3,2,10
24026287,Apartment,Entire home/apt,Real Bed,$59.00 ,$413.00 ,"$1,770.00 ",$200.00 ,$55.00 ,2,1125,t,2,1,1,1,1,0
24026444,Apartment,Entire home/apt,Real Bed,$172.00 ,"$1,204.00 ","$5,160.00 ",$0.00 ,$59.00 ,3,1124,t,5,1,2,2,4,25
24027880,Apartment,Entire home/apt,Real Bed,$42.00 ,$294.00 ,"$1,260.00 ","$1,600.00 ",$30.00 ,2,112,t,3,1,2,2,1,20
24027916,Apartment,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",$0.00 ,$0.00 ,2,7,t,3,1,1,1,2,15
24028146,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$10.00 ,1,12,t,2,1,1,1,1,10
24028841,Apartment,Entire home/apt,Real Bed,$42.00 ,$294.00 ,"$1,260.00 ",,$0.00 ,1,20,t,2,1,0,1,1,0
24030155,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,,$10.00 ,4,1125,t,1,1,1,1,1,5
24031184,Apartment,Entire home/apt,Real Bed,$78.00 ,$546.00 ,"$2,340.00 ",$200.00 ,$30.00 ,3,1125,t,2,1,1,2,1,0
24031202,Apartment,Private room,Real Bed,$52.00 ,$364.00 ,"$1,560.00 ",,,3,4,t,2,1,1,2,1,0
24032879,Apartment,Private room,Real Bed,$43.00 ,$301.00 ,"$1,290.00 ",,$30.00 ,2,1125,t,2,1,1,1,1,10
24035064,Apartment,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",,,3,10,t,4,1,2,2,1,0
24035138,Boutique hotel,Private room,Real Bed,$58.00 ,$406.00 ,"$1,740.00 ",$0.00 ,$0.00 ,3,1125,t,3,1,1,2,2,20
24035531,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,,7,31,t,6,1,0,1,1,0
24035846,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,$0.00 ,$10.00 ,1,16,t,2,1,1,1,1,10
24038194,Apartment,Private room,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ",,,3,1125,t,2,1,1,1,1,0
24038631,Apartment,Entire home/apt,Real Bed,$119.00 ,$833.00 ,"$3,570.00 ",$500.00 ,$35.00 ,2,21,t,4,1,2,3,2,25
24038749,Apartment,Private room,Real Bed,$200.00 ,"$1,400.00 ","$6,000.00 ",$200.00 ,$25.00 ,1,30,t,2,1.5,1,1,1,25
24039534,House,Private room,Real Bed,$15.00 ,$105.00 ,$450.00 ,$0.00 ,$10.00 ,2,90,t,2,2,1,1,1,10
24041362,Apartment,Entire home/apt,Real Bed,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$15.00 ,3,25,t,2,1,1,2,1,0
24041539,Apartment,Private room,Real Bed,$38.00 ,$266.00 ,"$1,140.00 ",,,3,1125,t,2,1,1,2,1,0
24043706,Apartment,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$100.00 ,$15.00 ,3,20,t,1,1,0,2,1,20
24047231,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$0.00 ,$50.00 ,14,28,t,2,1,1,1,1,0
24048690,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,,$20.00 ,2,14,t,2,1,1,1,1,0
24048827,Apartment,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$0.00 ,$15.00 ,3,31,t,2,1,1,1,1,10
24048834,Apartment,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,$10.00 ,2,1125,t,2,1,1,1,1,27
24049086,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$85.00 ,$20.00 ,4,1125,t,2,1,1,1,1,0
24052666,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$200.00 ,$50.00 ,2,1125,t,2,1,0,1,1,0
24053295,Apartment,Private room,Real Bed,$49.00 ,$343.00 ,"$1,470.00 ",$0.00 ,$20.00 ,2,28,t,2,1,1,1,1,0
24055197,Apartment,Entire home/apt,Real Bed,$88.00 ,$616.00 ,"$2,640.00 ",$500.00 ,$40.00 ,4,1125,t,3,1.5,1,1,1,10
24055224,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",,$15.00 ,1,1125,t,2,1,1,1,1,10
24057633,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$0.00 ,$10.00 ,2,1125,t,2,1,1,2,2,30
24058328,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,,,6,1125,t,1,1,1,1,1,0
24061418,Apartment,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",,,2,1125,t,2,1,1,1,1,0
24061939,Apartment,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$150.00 ,$20.00 ,2,1125,t,3,1,1,2,2,20
24062654,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$0.00 ,$35.00 ,4,1125,t,2,1,1,1,1,10
24068669,Condominium,Entire home/apt,Real Bed,$58.00 ,$406.00 ,"$1,740.00 ",$100.00 ,$30.00 ,14,99,t,3,1,1,2,2,20
24070240,Apartment,Entire home/apt,Real Bed,$39.00 ,$273.00 ,"$1,170.00 ",$200.00 ,$30.00 ,180,1124,t,2,1,1,1,1,10
24072007,Apartment,Private room,Real Bed,$38.00 ,$266.00 ,"$1,140.00 ",,,1,1124,t,2,1,1,1,1,0
24072408,Apartment,Entire home/apt,Real Bed,$357.00 ,"$2,499.00 ","$10,710.00 ",,,1,1125,t,4,1,2,1,1,0
24073450,Apartment,Private room,Real Bed,$23.00 ,$161.00 ,$690.00 ,$0.00 ,$4.00 ,2,1125,t,2,1,1,1,1,0
24073696,Apartment,Entire home/apt,Real Bed,$99.00 ,$693.00 ,"$2,970.00 ",$0.00 ,$49.00 ,3,1125,t,4,2,2,2,2,20
24074622,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",,,2,1125,t,2,1,1,2,1,0
24076264,Apartment,Shared room,Real Bed,$26.00 ,$182.00 ,$780.00 ,$0.00 ,$0.00 ,3,21,t,1,1,1,1,2,5
24077545,Apartment,Entire home/apt,Real Bed,$52.00 ,$364.00 ,"$1,560.00 ",,,180,1125,t,3,1,1,1,1,0
24081251,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$0.00 ,$20.00 ,1,7,t,2,1,1,1,1,20
24081986,Apartment,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",$85.00 ,$50.00 ,1,1125,t,4,1,1,3,1,0
24082136,Apartment,Entire home/apt,Real Bed,$34.00 ,$238.00 ,"$1,020.00 ",,,2,1125,t,2,1,2,1,1,0
24082262,Boutique hotel,Private room,Real Bed,$58.00 ,$406.00 ,"$1,740.00 ",$0.00 ,$0.00 ,3,1125,t,2,1,1,1,1,0
24082276,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$0.00 ,$35.00 ,2,5,t,2,1,1,2,1,10
24089618,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$15.00 ,1,21,t,2,1,1,2,1,20
24090385,Apartment,Private room,Real Bed,$34.00 ,$238.00 ,"$1,020.00 ",,,1,1125,t,2,1,1,1,1,0
24090997,Apartment,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$150.00 ,$15.00 ,1,3,t,2,1,1,1,1,15
24091816,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",$0.00 ,$15.00 ,3,7,t,2,1.5,1,1,1,10
24092584,Apartment,Entire home/apt,Real Bed,$49.00 ,$343.00 ,"$1,470.00 ",$0.00 ,$0.00 ,7,10,t,3,1,1,1,1,0
24093903,Apartment,Entire home/apt,Real Bed,$103.00 ,$721.00 ,"$3,090.00 ",$600.00 ,$35.00 ,3,1125,t,3,1,0,2,1,25
24094560,Hostel,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$100.00 ,$0.00 ,1,365,t,5,1,1,3,1,20
24094907,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$300.00 ,$0.00 ,4,1125,t,2,1,0,1,1,0
24095551,House,Entire home/apt,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ",,$60.00 ,7,1125,t,8,2,4,4,1,0
24097968,Apartment,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,$15.00 ,3,15,t,2,1,1,1,1,0
24098401,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",,,2,8,t,4,1,2,3,1,0
24098442,Apartment,Private room,Real Bed,$22.00 ,$154.00 ,$660.00 ,,,5,30,t,1,1,1,1,1,0
24099061,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$500.00 ,$14.00 ,1,24,t,2,1,1,1,1,0
24100938,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,,,1,5,t,1,1,1,1,1,0
24101191,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$0.00 ,$12.00 ,4,9,t,4,1,2,2,1,15
24104928,Guesthouse,Entire home/apt,Real Bed,$59.00 ,$413.00 ,"$1,770.00 ",$200.00 ,$25.00 ,2,30,t,2,1,1,1,1,0
24109002,Apartment,Entire home/apt,Real Bed,$49.00 ,$343.00 ,"$1,470.00 ",,,5,19,t,2,1,1,1,1,0
24111042,Apartment,Entire home/apt,Real Bed,$85.00 ,$595.00 ,"$2,550.00 ",$0.00 ,$30.00 ,4,25,t,4,1,1,2,1,20
24111150,Apartment,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$0.00 ,$10.00 ,2,3,t,2,1,1,2,1,0
24111447,Apartment,Entire home/apt,Real Bed,$360.00 ,"$2,520.00 ","$10,800.00 ",$100.00 ,$120.00 ,1,1125,t,12,6,6,12,12,20
24111483,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$0.00 ,$0.00 ,2,1125,t,4,1,1,2,2,15
24111818,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,,,6,60,t,2,1,1,1,1,0
24112378,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,,,1,1125,t,2,1,1,1,1,0
24114482,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$0.00 ,$0.00 ,2,1125,t,2,1,1,1,1,0
24115013,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",,,2,1125,t,2,1,1,1,1,0
24116897,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",$0.00 ,$10.00 ,2,1125,t,2,1,1,1,1,10
24117748,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$20.00 ,2,1125,t,2,1,1,1,1,20
24117989,Apartment,Entire home/apt,Real Bed,$85.00 ,$595.00 ,"$2,550.00 ",$0.00 ,$20.00 ,3,1125,t,7,1,2,4,1,0
24118870,Townhouse,Private room,Real Bed,$20.00 ,$140.00 ,$600.00 ,$0.00 ,$10.00 ,1,1125,t,2,1,0,1,1,10
24119647,Apartment,Private room,Real Bed,$99.00 ,$693.00 ,"$2,970.00 ",$190.00 ,$0.00 ,1,1125,t,6,1.5,1,6,1,13
24125213,Apartment,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",,$20.00 ,2,2,t,3,1,1,3,1,15
24125486,Apartment,Private room,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,,4,7,t,1,1,1,1,1,0
24127153,Apartment,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",$0.00 ,$20.00 ,1,8,t,2,1,1,1,2,15
24128791,Apartment,Private room,Real Bed,$23.00 ,$161.00 ,$690.00 ,$0.00 ,$10.00 ,1,2,t,2,1,1,1,1,4
24129340,Apartment,Entire home/apt,Real Bed,$34.00 ,$238.00 ,"$1,020.00 ",,,60,60,t,2,1,1,1,1,0
24131389,Apartment,Private room,Real Bed,$16.00 ,$112.00 ,$480.00 ,$0.00 ,$8.00 ,3,61,t,1,1,1,1,1,0
24132328,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$0.00 ,$40.00 ,3,1125,t,4,1,1,2,2,10
24132562,Apartment,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,,4,1125,t,2,1,1,1,1,0
24132930,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,,,5,1120,t,2,1,1,1,1,0
24135534,Apartment,Entire home/apt,Real Bed,$43.00 ,$301.00 ,"$1,290.00 ",$0.00 ,$25.00 ,2,1125,t,4,1,1,2,1,15
24144348,Condominium,Entire home/apt,Real Bed,$120.00 ,$840.00 ,"$3,600.00 ",$200.00 ,$45.00 ,2,1125,t,8,2,4,5,4,28
24145270,Apartment,Private room,Real Bed,$22.00 ,$154.00 ,$660.00 ,,,2,1125,t,1,1,0,1,1,0
24145438,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$25.00 ,6,16,t,2,1,1,2,1,20
24145948,Apartment,Private room,Real Bed,$75.00 ,$525.00 ,"$2,250.00 ",$0.00 ,$10.00 ,1,1125,t,1,1,1,1,1,0
24146819,Apartment,Private room,Real Bed,$90.00 ,$630.00 ,"$2,700.00 ",,,1,30,t,4,1,1,2,1,0
24147961,Apartment,Private room,Real Bed,$59.00 ,$413.00 ,"$1,770.00 ",,,3,1125,t,2,1,0,1,1,0
24149377,Apartment,Entire home/apt,Real Bed,$69.00 ,$483.00 ,"$2,070.00 ",,,6,30,t,2,1,1,1,1,0
24149751,Apartment,Private room,Real Bed,$22.00 ,$154.00 ,$660.00 ,$0.00 ,$0.00 ,3,7,t,2,1.5,1,2,1,5
24152722,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,,,1,1125,t,1,1,1,1,1,0
24153446,Apartment,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",,,2,4,t,3,1,2,3,1,0
24153877,Condominium,Private room,Real Bed,$27.00 ,$189.00 ,$810.00 ,$250.00 ,$25.00 ,3,22,t,2,1,0,1,1,0
24154046,Townhouse,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,$0.00 ,$15.00 ,3,30,t,2,1,1,1,1,10
24156052,Apartment,Private room,Real Bed,$24.00 ,$168.00 ,$720.00 ,$0.00 ,$10.00 ,3,100,t,2,1,1,1,1,0
24156661,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$700.00 ,$20.00 ,3,111,t,2,1,1,1,1,20
24157609,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",,$40.00 ,2,1125,t,2,1,2,2,2,10
24157677,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",,,16,1125,t,2,1,0,1,1,0
24157694,Apartment,Entire home/apt,Real Bed,$57.00 ,$399.00 ,"$1,710.00 ",,,6,7,t,3,1,2,1,1,0
24157847,Apartment,Entire home/apt,Real Bed,$130.00 ,$910.00 ,"$3,900.00 ",$300.00 ,$80.00 ,1,1124,t,12,2.5,3,10,1,15
24164055,Apartment,Private room,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,,1,14,t,3,1,1,1,1,0
24167625,Apartment,Private room,Real Bed,$16.00 ,$112.00 ,$480.00 ,$0.00 ,$5.00 ,1,10,t,2,1,1,1,1,6
24168977,Apartment,Private room,Real Bed,$15.00 ,$105.00 ,$450.00 ,$0.00 ,$0.00 ,3,1125,t,1,1,1,1,1,0
24169963,Bungalow,Entire home/apt,Real Bed,$56.00 ,$392.00 ,"$1,680.00 ",,,7,9,t,3,1,1,1,1,0
24170583,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",,,3,7,t,2,1,1,1,1,0
24171591,Apartment,Private room,Real Bed,$26.00 ,$182.00 ,$780.00 ,,,3,10,t,1,1,1,1,1,0
24172994,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",$0.00 ,$30.00 ,3,60,t,2,1,1,1,1,0
24173539,Apartment,Entire home/apt,Real Bed,$25.00 ,$175.00 ,$750.00 ,$0.00 ,$10.00 ,5,1125,t,2,1,1,1,1,10
24176585,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$0.00 ,$5.00 ,3,1124,t,2,1,1,1,1,0
24178708,Loft,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",$200.00 ,$30.00 ,5,70,t,2,1,1,1,2,30
24180912,Apartment,Entire home/apt,Real Bed,$24.00 ,$168.00 ,$720.00 ,,,1,7,t,3,1,1,2,1,0
24180967,Apartment,Private room,Real Bed,$350.00 ,"$2,450.00 ","$10,500.00 ",,,5,1125,t,2,1,1,1,1,0
24181070,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$0.00 ,$10.00 ,2,1125,t,2,1,1,1,1,0
24183376,Apartment,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$0.00 ,$25.00 ,3,14,t,2,1,1,1,1,10
24189855,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$200.00 ,$60.00 ,2,1125,t,2,1,1,1,1,0
24190469,Apartment,Private room,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$0.00 ,$20.00 ,2,1125,t,1,1,1,1,1,0
24191157,Apartment,Private room,Real Bed,$27.00 ,$189.00 ,$810.00 ,$0.00 ,$10.00 ,2,30,t,2,1,1,1,1,10
24191666,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$0.00 ,$70.00 ,1,1125,t,4,1,1,1,1,35
24192706,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,,,1,1125,t,1,1,1,1,1,0
24196054,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$100.00 ,$35.00 ,2,100,t,5,1,2,4,1,25
24197484,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$250.00 ,$20.00 ,4,14,t,3,1,1,2,1,15
24197669,Apartment,Entire home/apt,Real Bed,$120.00 ,$840.00 ,"$3,600.00 ",$250.00 ,$10.00 ,4,1125,t,3,1,0,1,2,0
24201962,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$0.00 ,$0.00 ,4,1125,t,4,1,0,1,1,10
24205622,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",$200.00 ,$5.00 ,4,31,t,2,1,1,2,1,10
24213489,Apartment,Private room,Real Bed,$39.00 ,$273.00 ,"$1,170.00 ",$0.00 ,$25.00 ,4,7,t,3,1,2,1,1,0
24214153,Apartment,Private room,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,$20.00 ,2,1125,t,2,1,1,1,1,0
24216126,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$0.00 ,$20.00 ,3,1125,t,4,1,1,2,2,20
24216160,Apartment,Entire home/apt,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ",$0.00 ,$40.00 ,7,1125,t,4,1,1,3,1,0
24216589,Apartment,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",,,2,1125,t,2,1,1,1,1,0
24216929,Apartment,Private room,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$150.00 ,$30.00 ,2,7,t,2,1,1,1,2,10
24218769,Apartment,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$200.00 ,$0.00 ,1,6,t,1,1,0,1,1,0
24219722,Apartment,Private room,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,$10.00 ,1,30,t,2,1,0,1,1,0
24221391,Apartment,Private room,Real Bed,$20.00 ,$140.00 ,$600.00 ,$150.00 ,$30.00 ,7,17,t,1,1,1,1,1,15
24222827,Apartment,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$0.00 ,$0.00 ,2,3,t,1,1,0,1,1,0
24223132,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,$0.00 ,$4.00 ,3,22,t,2,1,1,1,2,8
24224915,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$0.00 ,$25.00 ,3,1125,t,4,1,2,2,1,6
24225044,Apartment,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",,,2,3,t,4,2,2,2,1,0
24227976,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",,,1,1125,t,2,1,1,2,1,0
24229173,Apartment,Entire home/apt,Real Bed,$52.00 ,$364.00 ,"$1,560.00 ",$0.00 ,$10.00 ,2,4,t,4,1,1,2,2,20
24235380,Boutique hotel,Private room,Real Bed,$129.00 ,$903.00 ,"$3,870.00 ",,,1,1125,t,2,1,1,1,1,0
24235534,Boutique hotel,Private room,Real Bed,$159.00 ,"$1,113.00 ","$4,770.00 ",,,1,1125,t,3,1,1,1,1,35
24236278,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$0.00 ,9,10,t,3,1,1,2,1,10
24236607,Apartment,Entire home/apt,Real Bed,$90.00 ,$630.00 ,"$2,700.00 ",$500.00 ,$0.00 ,14,1125,t,5,1,0,2,1,0
24236627,Apartment,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,,2,1125,t,2,1,1,1,1,0
24238380,Apartment,Entire home/apt,Real Bed,$150.00 ,"$1,050.00 ","$4,500.00 ",$0.00 ,$50.00 ,2,1125,t,4,1,2,3,1,20
