id,property_type,room_type,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,has_availability,accommodates,bathrooms,bedrooms,beds,guests_included,extra_people
965074,House,Private room,Real Bed,$58.00 ,$406.00 ,"$1,740.00 ",,,1,1125,t,4,1,1,1,2,14
965138,Apartment,Private room,Real Bed,$28.00 ,$196.00 ,$840.00 ,$100.00 ,,3,20,t,2,1,2,1,1,7
965343,Apartment,Private room,Real Bed,$39.00 ,$273.00 ,"$1,170.00 ",,,1,19,t,2,1,1,1,1,0
965843,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$0.00 ,2,20,t,2,2,1,1,2,15
969200,Apartment,Entire home/apt,Real Bed,$82.00 ,$574.00 ,"$2,460.00 ",$200.00 ,,3,1125,t,3,1,0,2,2,10
969263,Apartment,Entire home/apt,Real Bed,$42.00 ,$294.00 ,"$1,260.00 ",$250.00 ,$50.00 ,30,1125,t,2,1,1,1,3,10
969280,Loft,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$300.00 ,$50.00 ,7,30,t,2,1,1,1,1,10
970871,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",,$10.00 ,6,15,t,2,,1,1,1,10
972033,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",,$10.00 ,2,1125,t,2,1,1,1,1,10
972948,Apartment,Private room,Real Bed,$59.00 ,$413.00 ,"$1,770.00 ",$100.00 ,$30.00 ,2,1125,t,2,1.5,1,1,1,25
974427,Condominium,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",$600.00 ,$39.00 ,3,20,t,2,1,2,2,2,0
975599,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",,$35.00 ,1,365,t,3,1,1,2,2,10
976632,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,$250.00 ,$30.00 ,3,30,t,2,0.5,1,1,1,12
977063,Apartment,Private room,Real Bed,$36.00 ,$252.00 ,"$1,080.00 ",,,3,1125,t,2,0.5,1,1,1,10
978840,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,$100.00 ,,1,1125,t,2,1,1,1,1,15
978892,House,Private room,Real Bed,$32.00 ,$224.00 ,$960.00 ,,,2,1125,t,2,1,1,1,2,10
978997,Apartment,Entire home/apt,Real Bed,$43.00 ,$301.00 ,"$1,290.00 ",$0.00 ,$20.00 ,3,365,t,2,1,1,1,1,8
979758,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,$300.00 ,$30.00 ,1,7,t,2,1,1,1,1,15
980288,Apartment,Entire home/apt,Real Bed,$75.00 ,$525.00 ,"$2,250.00 ",$100.00 ,$30.00 ,29,120,t,4,1,1,3,1,10
981027,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$20.00 ,3,10,t,2,1,1,3,2,10
983346,Apartment,Entire home/apt,Real Bed,$69.00 ,$483.00 ,"$2,070.00 ",$200.00 ,$40.00 ,30,1125,t,3,1,1,1,4,10
984052,Apartment,Entire home/apt,Real Bed,$46.00 ,$322.00 ,"$1,380.00 ",$100.00 ,$25.00 ,60,360,t,2,1,1,1,1,0
984732,Apartment,Entire home/apt,Real Bed,$110.00 ,$770.00 ,"$3,300.00 ","$2,000.00 ",$30.00 ,3,1125,t,4,1,3,3,2,40
986324,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",$0.00 ,$30.00 ,1,1000,t,1,1,1,1,1,0
986428,Apartment,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",,$20.00 ,2,365,t,2,1,1,1,1,0
988429,Bed and breakfast,Private room,Pull-out Sofa,$35.00 ,$245.00 ,"$1,050.00 ",,$15.00 ,5,60,t,2,1,1,1,1,15
988883,Apartment,Private room,Pull-out Sofa,$28.00 ,$196.00 ,$840.00 ,,,4,30,t,1,1,1,1,1,0
989871,Apartment,Private room,Real Bed,$48.00 ,$336.00 ,"$1,440.00 ",$0.00 ,$35.00 ,30,240,t,1,1,1,1,1,30
993985,Apartment,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,,1,1125,t,2,1,1,1,1,0
997825,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$100.00 ,$25.00 ,3,7,t,4,1,1,2,1,20
999465,Apartment,Entire home/apt,Real Bed,$150.00 ,"$1,050.00 ","$4,500.00 ",$150.00 ,,7,28,t,9,1.5,4,6,8,40
1003478,Apartment,Private room,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,,3,1125,t,2,1,1,1,1,0
1004686,Apartment,Private room,Real Bed,$59.00 ,$413.00 ,"$1,770.00 ",$150.00 ,$40.00 ,3,7,t,2,1,1,1,2,0
1005072,Apartment,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ","$1,800.00 ",$55.00 ,4,120,t,4,1,2,2,2,10
1005341,Apartment,Private room,Real Bed,$36.00 ,$252.00 ,"$1,080.00 ",$100.00 ,,3,1125,t,2,1,1,1,1,0
1007428,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$400.00 ,$70.00 ,20,1125,t,2,1,1,2,1,0
1009209,Apartment,Private room,Real Bed,$36.00 ,$252.00 ,"$1,080.00 ",$0.00 ,$20.00 ,2,14,t,2,1,1,1,1,20
1010901,Apartment,Entire home/apt,Real Bed,$75.00 ,$525.00 ,"$2,250.00 ",$800.00 ,$60.00 ,5,200,t,2,1,1,1,2,10
1012851,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,,$8.00 ,3,28,t,2,1,1,1,1,5
1014764,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$100.00 ,$20.00 ,2,50,t,2,1,1,1,1,0
1014824,Apartment,Entire home/apt,Real Bed,$108.00 ,$756.00 ,"$3,240.00 ","$1,000.00 ",$40.00 ,5,14,t,4,2,2,2,3,0
1017368,Apartment,Entire home/apt,Real Bed,$58.00 ,$406.00 ,"$1,740.00 ","$1,500.00 ",$40.00 ,90,360,t,5,1.5,1,3,2,4
1018784,Apartment,Entire home/apt,Real Bed,$48.00 ,$336.00 ,"$1,440.00 ",$500.00 ,$40.00 ,14,1123,t,3,1,2,2,2,10
1023188,Apartment,Private room,Pull-out Sofa,$36.00 ,$252.00 ,"$1,080.00 ",$0.00 ,$20.00 ,2,7,t,2,1,1,2,1,20
1024097,Apartment,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,$40.00 ,1,1125,t,1,1,1,1,1,0
1030060,Apartment,Entire home/apt,Real Bed,$38.00 ,$266.00 ,"$1,140.00 ",$500.00 ,$100.00 ,62,1125,t,2,1,1,1,1,5
1032446,Apartment,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",,,2,21,t,1,1,1,3,1,15
1033506,Apartment,Entire home/apt,Real Bed,$64.00 ,$448.00 ,"$1,920.00 ",$100.00 ,$30.00 ,1,1125,t,2,1,1,1,2,15
1038377,Apartment,Entire home/apt,Real Bed,$68.00 ,$476.00 ,"$2,040.00 ",$200.00 ,$40.00 ,7,360,t,4,1,1,3,2,15
1038425,Loft,Entire home/apt,Real Bed,$68.00 ,$476.00 ,"$2,040.00 ",$200.00 ,$40.00 ,7,360,t,4,1,1,2,2,15
1039130,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",$0.00 ,$8.00 ,2,60,t,2,1,3,1,1,10
1039472,Apartment,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$250.00 ,$40.00 ,4,30,t,2,1,1,1,1,10
1042779,Apartment,Entire home/apt,Real Bed,$57.00 ,$399.00 ,"$1,710.00 ",$150.00 ,$40.00 ,6,1125,t,2,1,1,1,1,6
1043485,Apartment,Entire home/apt,Futon,$65.00 ,$455.00 ,"$1,950.00 ",$100.00 ,$0.00 ,5,1125,t,3,1,1,3,2,29
1044626,Apartment,Private room,Real Bed,$26.00 ,$182.00 ,$780.00 ,$200.00 ,$20.00 ,3,60,t,2,1,1,1,1,7
1045144,Apartment,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",,$30.00 ,4,180,t,3,1,1,1,2,15
1052235,House,Private room,Pull-out Sofa,$40.00 ,$280.00 ,"$1,200.00 ",$200.00 ,$30.00 ,2,30,t,3,1,1,3,2,20
1052791,Apartment,Entire home/apt,Real Bed,$165.00 ,"$1,155.00 ","$4,950.00 ",$250.00 ,$40.00 ,2,1125,t,4,1,2,2,4,15
1052941,Loft,Entire home/apt,Real Bed,$54.00 ,$378.00 ,"$1,620.00 ",,,3,365,t,2,1,1,1,1,0
1054546,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$200.00 ,$30.00 ,2,60,t,2,1,1,1,1,10
1057719,Apartment,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",,,20,40,t,6,1,2,2,1,0
1061010,Apartment,Private room,Real Bed,$69.00 ,$483.00 ,"$2,070.00 ",$500.00 ,$40.00 ,3,90,t,2,1,1,2,2,40
1065921,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,$20.00 ,5,30,t,2,1,0,1,1,0
1068023,Apartment,Private room,Real Bed,$34.00 ,$238.00 ,"$1,020.00 ",$100.00 ,$15.00 ,1,999,t,2,1,1,1,1,15
1068269,Apartment,Entire home/apt,Real Bed,$73.00 ,$511.00 ,"$2,190.00 ",$0.00 ,$29.00 ,4,1124,t,3,1,0,2,1,17
1070556,Apartment,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,$35.00 ,5,1125,t,2,1,1,1,1,10
1070891,Apartment,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",$300.00 ,$40.00 ,3,990,t,4,1,2,3,2,20
1073324,Apartment,Private room,Real Bed,$37.00 ,$259.00 ,"$1,110.00 ",$500.00 ,$10.00 ,2,10,t,2,1,1,1,1,10
1076187,Apartment,Entire home/apt,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ",$500.00 ,$50.00 ,90,210,t,4,2,2,4,3,14
1079551,Apartment,Entire home/apt,Real Bed,$23.00 ,$161.00 ,$690.00 ,"$2,025.00 ",,180,1000,t,2,1,1,2,1,0
1081793,Apartment,Entire home/apt,Real Bed,$98.00 ,$686.00 ,"$2,940.00 ",,$50.00 ,3,1124,t,4,2,2,2,2,20
1084183,Apartment,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",,$5.00 ,1,30,t,1,1,1,1,1,25
1084480,Apartment,Private room,Real Bed,$78.00 ,$546.00 ,"$2,340.00 ",,$10.00 ,7,1125,t,2,1,1,1,1,10
1084512,Apartment,Entire home/apt,Real Bed,$29.00 ,$203.00 ,$870.00 ,$100.00 ,$35.00 ,5,90,t,2,1,1,2,1,20
1086003,Apartment,Entire home/apt,Real Bed,$68.00 ,$476.00 ,"$2,040.00 ",$0.00 ,$30.00 ,1,150,t,4,1,1,1,2,10
1086138,Apartment,Entire home/apt,Futon,$89.00 ,$623.00 ,"$2,670.00 ",$500.00 ,$0.00 ,5,10,t,4,1,1,1,1,0
1086561,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$500.00 ,$0.00 ,2,150,t,2,1,1,1,2,0
1088792,Apartment,Private room,Pull-out Sofa,$30.00 ,$210.00 ,$900.00 ,$100.00 ,$45.00 ,27,730,t,2,1,1,1,1,10
1088794,Apartment,Private room,Pull-out Sofa,$25.00 ,$175.00 ,$750.00 ,$100.00 ,$45.00 ,27,365,t,2,1,1,1,1,10
1089262,Apartment,Private room,Real Bed,$49.00 ,$343.00 ,"$1,470.00 ",,,4,30,t,2,1,1,1,1,15
1089612,Houseboat,Entire home/apt,Real Bed,$200.00 ,"$1,400.00 ","$6,000.00 ",$250.00 ,$60.00 ,2,1125,t,4,1,1,2,2,50
1095720,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$150.00 ,$30.00 ,10,1125,t,4,1,3,3,1,0
1099035,House,Entire home/apt,Real Bed,$78.00 ,$546.00 ,"$2,340.00 ",,,1,1125,t,4,1,3,4,2,39
1099602,Apartment,Entire home/apt,Real Bed,$87.00 ,$609.00 ,"$2,610.00 ",$200.00 ,$55.00 ,4,1125,t,4,1,0,2,2,23
1100840,Apartment,Private room,Real Bed,$125.00 ,$875.00 ,"$3,750.00 ",$450.00 ,,2,20,t,2,1,1,1,1,20
1101970,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$385.00 ,$30.00 ,2,365,t,3,1,1,1,2,15
1102875,Apartment,Entire home/apt,Real Bed,$102.00 ,$714.00 ,"$3,060.00 ",$500.00 ,$40.00 ,4,31,t,4,1,2,3,2,20
1103355,Apartment,Private room,Real Bed,$77.00 ,$539.00 ,"$2,310.00 ",,,1,1125,t,2,,1,,1,0
1104102,Apartment,Private room,Real Bed,$58.00 ,$406.00 ,"$1,740.00 ",$0.00 ,$15.00 ,2,1125,t,1,1,1,1,1,0
1106372,Apartment,Entire home/apt,Real Bed,$42.00 ,$294.00 ,"$1,260.00 ",$250.00 ,$60.00 ,185,450,t,2,1,1,1,1,0
1108579,Apartment,Entire home/apt,Real Bed,$120.00 ,$840.00 ,"$3,600.00 ",$300.00 ,$30.00 ,3,28,t,4,1,2,1,4,35
1110069,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$250.00 ,$30.00 ,1,1125,t,5,1.5,3,3,2,7
1111145,Loft,Entire home/apt,Real Bed,$85.00 ,$595.00 ,"$2,550.00 ",,,3,365,t,3,1,1,3,2,20
1114908,Apartment,Private room,Real Bed,$49.00 ,$343.00 ,"$1,470.00 ",$250.00 ,$40.00 ,2,1125,t,3,1,1,3,1,20
1115899,Apartment,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",,$45.00 ,60,364,t,6,2,3,4,3,15
1118955,Apartment,Entire home/apt,Real Bed,$175.00 ,"$1,225.00 ","$5,250.00 ",,$30.00 ,6,1125,t,5,1,2,3,1,0
1119402,Apartment,Entire home/apt,Real Bed,$75.00 ,$525.00 ,"$2,250.00 ",,,10,21,t,4,1,2,2,1,0
1120028,Apartment,Entire home/apt,Pull-out Sofa,$38.00 ,$266.00 ,"$1,140.00 ",$150.00 ,$0.00 ,9,60,t,3,1,1,2,2,10
1120265,Apartment,Entire home/apt,Real Bed,$28.00 ,$196.00 ,$840.00 ,$500.00 ,$35.00 ,61,1125,t,2,1,1,1,1,5
1120297,Apartment,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ","$1,600.00 ",$25.00 ,200,1125,t,4,1,1,2,2,20
1121525,House,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",,$50.00 ,5,30,t,4,1.5,2,3,2,10
1123260,Apartment,Entire home/apt,Futon,$60.00 ,$420.00 ,"$1,800.00 ",$100.00 ,,4,22,t,3,1,1,1,1,0
1125176,Apartment,Private room,Real Bed,$160.00 ,"$1,120.00 ","$4,800.00 ",$0.00 ,$0.00 ,3,30,t,2,2,1,1,2,30
1125675,Apartment,Private room,Real Bed,$350.00 ,"$2,450.00 ","$10,500.00 ",,,3,5,t,1,1,1,1,1,10
1126699,Apartment,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$100.00 ,$19.00 ,1,5,t,2,1,1,1,1,19
1128470,Apartment,Private room,Real Bed,$44.00 ,$308.00 ,"$1,320.00 ",$300.00 ,$30.00 ,4,1125,t,2,1,1,1,1,22
1128910,Apartment,Entire home/apt,Real Bed,$99.00 ,$693.00 ,"$2,970.00 ",$0.00 ,$40.00 ,4,30,t,2,1,1,1,1,0
1129012,Apartment,Entire home/apt,Real Bed,$18.00 ,$126.00 ,$540.00 ,$100.00 ,$15.00 ,2,1125,t,5,1,1,3,1,8
1130337,Apartment,Entire home/apt,Real Bed,$28.00 ,$196.00 ,$840.00 ,$100.00 ,$15.00 ,2,365,t,6,1,2,5,1,6
1130356,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$250.00 ,$30.00 ,360,1125,t,2,1,0,1,1,5
1130984,Condominium,Entire home/apt,Real Bed,$120.00 ,$840.00 ,"$3,600.00 ",$500.00 ,$40.00 ,4,25,t,6,1.5,3,4,4,20
1131123,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,$250.00 ,$25.00 ,2,10,t,2,1,1,1,1,10
1132188,Apartment,Entire home/apt,Real Bed,$78.00 ,$546.00 ,"$2,340.00 ",,$45.00 ,21,300,t,2,1,1,1,1,0
1134401,Apartment,Private room,Real Bed,$42.00 ,$294.00 ,"$1,260.00 ",,$35.00 ,5,1125,t,1,1,1,1,1,10
1137010,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$150.00 ,$25.00 ,10,30,t,3,1,1,2,2,10
1140239,Apartment,Entire home/apt,Real Bed,$28.00 ,$196.00 ,$840.00 ,$500.00 ,$35.00 ,61,1124,t,2,1,1,2,1,5
1146439,Apartment,Private room,Real Bed,$36.00 ,$252.00 ,"$1,080.00 ",,$15.00 ,2,1125,t,2,1,1,1,1,25
1147878,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",,$15.00 ,1,1125,t,2,1,1,1,1,10
1148348,House,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,,14,1125,t,2,1,1,2,1,10
1148548,Apartment,Private room,Real Bed,$29.00 ,$203.00 ,$870.00 ,$0.00 ,$20.00 ,2,1125,t,3,1,1,2,1,10
1152171,Apartment,Entire home/apt,Real Bed,$47.00 ,$329.00 ,"$1,410.00 ",$0.00 ,$50.00 ,60,365,t,3,1,1,1,2,15
1152925,Apartment,Private room,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",,$40.00 ,1,1125,t,2,1,1,1,1,20
1153584,Other,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,$20.00 ,2,1125,t,3,1,1,1,1,0
1154260,Apartment,Entire home/apt,Real Bed,$115.00 ,$805.00 ,"$3,450.00 ",$150.00 ,$25.00 ,2,14,t,7,1,3,5,1,0
1154790,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$150.00 ,$65.00 ,1,1125,t,4,1,1,2,1,25
1155736,Apartment,Entire home/apt,Real Bed,$90.00 ,$630.00 ,"$2,700.00 ",$0.00 ,$50.00 ,3,1125,t,5,1,2,3,2,15
1157858,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",,,62,364,t,2,1,1,1,2,0
1158424,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,,2,1125,t,3,1,2,2,1,0
1159542,Apartment,Entire home/apt,Real Bed,$97.00 ,$679.00 ,"$2,910.00 ","$1,000.00 ",$250.00 ,30,180,t,3,1,1,3,1,25
1159572,Apartment,Entire home/apt,Real Bed,$119.00 ,$833.00 ,"$3,570.00 ",$100.00 ,$45.00 ,3,1125,t,9,1,3,5,4,10
1162720,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",,$15.00 ,5,120,t,1,1.5,1,1,1,0
1163196,Apartment,Private room,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",,$15.00 ,2,4,t,3,1,1,2,2,0
1163870,Apartment,Private room,Real Bed,$110.00 ,$770.00 ,"$3,300.00 ",$250.00 ,$130.00 ,1,1125,t,8,1,2,4,1,20
1165431,Apartment,Private room,Real Bed,$39.00 ,$273.00 ,"$1,170.00 ",,,2,30,t,2,1,1,1,1,25
1165955,Apartment,Private room,Real Bed,$24.00 ,$168.00 ,$720.00 ,,,1,1125,t,2,1,1,1,1,0
1168611,Apartment,Private room,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$150.00 ,$20.00 ,6,33,t,2,1,2,1,1,25
1168787,Apartment,Entire home/apt,Real Bed,$350.00 ,"$2,450.00 ","$10,500.00 ","$1,000.00 ",$80.00 ,7,1125,t,4,1,2,4,1,0
1172623,Apartment,Private room,Real Bed,$36.00 ,$252.00 ,"$1,080.00 ",$150.00 ,,10,100,t,1,1,1,1,1,0
1172856,Apartment,Private room,Real Bed,$41.00 ,$287.00 ,"$1,230.00 ",,$15.00 ,3,1125,t,1,1,1,1,1,15
1176103,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,,,30,1125,t,2,1,1,1,1,0
1176655,Apartment,Entire home/apt,Real Bed,$79.00 ,$553.00 ,"$2,370.00 ",$0.00 ,$50.00 ,2,100,t,3,1,1,3,2,20
1176927,Apartment,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",$100.00 ,$30.00 ,1,14,t,2,1,1,1,2,10
1177810,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$100.00 ,$25.00 ,60,1123,t,2,1,1,1,1,0
1177924,Apartment,Entire home/apt,Real Bed,$140.00 ,$980.00 ,"$4,200.00 ",$0.00 ,$65.00 ,2,1125,t,6,1,2,3,4,30
1184418,Apartment,Private room,Real Bed,$21.00 ,$147.00 ,$630.00 ,$0.00 ,$0.00 ,40,44,t,2,1,1,2,1,7
1185916,Apartment,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,$15.00 ,1,1125,t,1,1,1,1,1,15
1186130,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$150.00 ,$25.00 ,3,30,t,2,1,1,1,2,0
1188244,Apartment,Private room,Real Bed,$42.00 ,$294.00 ,"$1,260.00 ",,,2,30,t,2,1,1,1,1,0
1191779,Condominium,Entire home/apt,Real Bed,$86.00 ,$602.00 ,"$2,580.00 ","$2,000.00 ",$50.00 ,3,7,t,2,1,1,1,1,10
1192710,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$300.00 ,$40.00 ,180,1125,t,2,1,1,1,1,0
1192961,Apartment,Private room,Pull-out Sofa,$35.00 ,$245.00 ,"$1,050.00 ",$0.00 ,$8.00 ,2,31,t,2,1,1,1,1,8
1193004,Apartment,Private room,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",$300.00 ,$30.00 ,5,26,t,3,1,1,3,3,30
1193404,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$0.00 ,$25.00 ,2,1125,t,3,1,1,2,1,15
1194126,Apartment,Private room,Pull-out Sofa,$35.00 ,$245.00 ,"$1,050.00 ",$100.00 ,$20.00 ,2,1125,t,1,1,1,1,1,0
1196411,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$85.00 ,$10.00 ,1,1125,t,7,1,3,4,2,10
1198030,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$400.00 ,$50.00 ,10,23,t,4,1,2,2,2,10
1198893,Apartment,Private room,Real Bed,$89.00 ,$623.00 ,"$2,670.00 ",$250.00 ,$25.00 ,2,28,t,4,1.5,2,4,3,10
1202152,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$150.00 ,$45.00 ,7,60,t,3,1,1,3,2,15
1204897,Apartment,Entire home/apt,Real Bed,$75.00 ,$525.00 ,"$2,250.00 ",$0.00 ,$35.00 ,3,1125,t,2,1,1,1,2,35
1205350,Apartment,Entire home/apt,Real Bed,$85.00 ,$595.00 ,"$2,550.00 ",$150.00 ,$35.00 ,2,364,t,4,1,2,2,2,12
1208258,Apartment,Private room,Real Bed,$28.00 ,$196.00 ,$840.00 ,$100.00 ,$10.00 ,2,1125,t,1,2,1,1,1,0
1209178,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$400.00 ,$40.00 ,5,90,t,2,1,1,2,1,0
1209221,Apartment,Private room,Futon,$30.00 ,$210.00 ,$900.00 ,$150.00 ,$30.00 ,3,30,t,3,1,1,3,1,15
1211965,Condominium,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",$0.00 ,$25.00 ,2,180,t,2,1,0,1,2,0
1213012,Apartment,Entire home/apt,Real Bed,$135.00 ,$945.00 ,"$4,050.00 ",$300.00 ,$50.00 ,30,365,t,4,1,1,2,2,45
1214669,Apartment,Entire home/apt,Real Bed,$125.00 ,$875.00 ,"$3,750.00 ",$500.00 ,$40.00 ,3,14,t,3,1.5,2,3,2,50
1216091,Apartment,Entire home/apt,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ","$2,000.00 ",,20,90,t,6,1,3,3,2,10
1216269,Apartment,Private room,Real Bed,$99.00 ,$693.00 ,"$2,970.00 ",$84.00 ,$30.00 ,3,4,t,2,1,1,1,1,0
1222569,Apartment,Entire home/apt,Real Bed,$110.00 ,$770.00 ,"$3,300.00 ",$300.00 ,$60.00 ,4,364,t,8,2,2,5,2,15
1223445,Apartment,Entire home/apt,Real Bed,$28.00 ,$196.00 ,$840.00 ,$0.00 ,$15.00 ,1,6,t,3,1,2,2,1,15
1224679,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$400.00 ,$30.00 ,28,220,t,2,1,1,1,2,10
1226803,Loft,Entire home/apt,Real Bed,$110.00 ,$770.00 ,"$3,300.00 ",$200.00 ,$50.00 ,3,30,t,5,1,2,4,4,30
1230836,Apartment,Private room,Real Bed,$77.00 ,$539.00 ,"$2,310.00 ",,,23,23,t,1,,1,1,1,0
1230881,Apartment,Private room,Futon,$30.00 ,$210.00 ,$900.00 ,$200.00 ,$20.00 ,4,14,t,1,1,1,1,1,20
1234638,Apartment,Entire home/apt,Real Bed,$130.00 ,$910.00 ,"$3,900.00 ",$200.00 ,$45.00 ,3,1125,t,6,1,3,6,2,8
1236282,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,$450.00 ,$25.00 ,2,11,t,4,1,1,2,1,15
1237568,Apartment,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",$150.00 ,$30.00 ,60,1124,t,2,1,1,1,1,10
1238867,Apartment,Entire home/apt,Real Bed,$58.00 ,$406.00 ,"$1,740.00 ",,$25.00 ,2,1125,t,2,1,1,1,1,10
1244210,Apartment,Entire home/apt,Real Bed,$146.00 ,"$1,022.00 ","$4,380.00 ",$300.00 ,$50.00 ,2,365,t,10,1,3,10,1,15
1244451,Apartment,Entire home/apt,Real Bed,$140.00 ,$980.00 ,"$4,200.00 ",$300.00 ,$40.00 ,10,49,t,5,1.5,3,5,4,10
1245274,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,$30.00 ,4,1125,t,2,1,1,1,1,0
1245728,Apartment,Entire home/apt,Real Bed,$59.00 ,$413.00 ,"$1,770.00 ",,$30.00 ,2,1125,t,6,1,1,1,1,10
1247590,Apartment,Private room,Real Bed,$49.00 ,$343.00 ,"$1,470.00 ",$250.00 ,$10.00 ,1,1125,t,2,1,1,1,1,10
1248364,Apartment,Entire home/apt,Real Bed,$58.00 ,$406.00 ,"$1,740.00 ",$250.00 ,$30.00 ,14,30,t,2,1,1,1,1,0
1250070,Apartment,Entire home/apt,Real Bed,$200.00 ,"$1,400.00 ","$6,000.00 ",,,7,1125,t,5,2,3,3,1,0
1251270,Apartment,Entire home/apt,Real Bed,$68.00 ,$476.00 ,"$2,040.00 ",$100.00 ,$30.00 ,3,60,t,3,1,1,2,3,15
