country,city,neighbourhood_group_cleansed,neighbourhood_cleansed,id
Germany,Berlin,Charlottenburg-Wilm.,Grunewald,27451871
Germany,Berlin,Neukölln,Reuterstraße,27452284
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27454270
Germany,Berlin,Neukölln,Rixdorf,27454315
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27454430
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27454500
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27454804
Germany,Berlin,Lichtenberg,Neu-Hohenschönhausen Süd,27454977
Germany,Berlin,Neukölln,Schillerpromenade,27455296
Germany,Berlin,Mitte,Brunnenstr. Nord,27455513
Germany,Berlin,Mitte,Wedding Zentrum,27456638
Germany,Berlin,Marzahn - Hellersdorf,Mahlsdorf,27456659
Germany,Berlin,Neukölln,Britz,27457544
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27458741
Germany,Berlin,Neukölln,Reuterstraße,27459955
Germany,Berlin,Mitte,Tiergarten Süd,27461153
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,27463382
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27473554
Germany,Berlin,Pankow,Prenzlauer Berg Ost,27473749
Germany,Berlin,Mitte,Wedding Zentrum,27475034
Germany,Berlin,Neukölln,Rixdorf,27475554
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,27475960
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,27476225
Germany,Berlin,Mitte,Osloer Straße,27476456
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,27476568
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,27476768
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27477123
Germany,Berlin,Charlottenburg-Wilm.,Grunewald,27479744
Germany,Berlin,Charlottenburg-Wilm.,Heerstrasse,27481173
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,27481976
Germany,Berlin,Steglitz - Zehlendorf,Lankwitz,27482550
Germany,Berlin,Lichtenberg,Neu Lichtenberg,27482989
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,27483105
Germany,Berlin,Neukölln,Rixdorf,27483727
Germany,Berlin,Pankow,Pankow Zentrum,27487260
Germany,Berlin,Treptow - Köpenick,Adlershof,27489639
Germany,Berlin,Treptow - Köpenick,Adlershof,27489679
Germany,Berlin,Pankow,Helmholtzplatz,27490984
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,27492459
Germany,Berlin,Lichtenberg,Neu-Hohenschönhausen Nord,27494978
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,27495763
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27496937
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27498121
Germany,Berlin,Pankow,Prenzlauer Berg Nord,27498662
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,27499168
Germany,Berlin,Mitte,Alexanderplatz,27499454
Germany,Berlin,Mitte,Moabit Ost,27512181
Germany,Berlin,Charlottenburg-Wilm.,Kantstraße,27513046
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27514181
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27514750
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27514811
Germany,Berlin,Mitte,Alexanderplatz,27515369
Germany,Berlin,Pankow,Pankow Zentrum,27515492
Germany,Berlin,Neukölln,Schillerpromenade,27515802
Germany,Berlin,Mitte,Alexanderplatz,27516513
Germany,Berlin,Mitte,Tiergarten Süd,27521072
Germany,Berlin,Mitte,Parkviertel,27521774
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27521989
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27522058
Germany,Berlin,Charlottenburg-Wilm.,Mierendorffplatz,27523748
Germany,Berlin,Reinickendorf,Ost 1,27524512
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27524867
Germany,Berlin,Mitte,Osloer Straße,27525389
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27526602
Germany,Berlin,Charlottenburg-Wilm.,Kantstraße,27527147
Germany,Berlin,Pankow,Prenzlauer Berg Süd,27533123
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27534731
Germany,Berlin,Mitte,Moabit Ost,27534896
Germany,Berlin,Mitte,Alexanderplatz,27535865
Germany,Berlin,Mitte,Regierungsviertel,27536313
Germany,Berlin,Mitte,Brunnenstr. Nord,27536996
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,27537909
Germany,Berlin,Mitte,Alexanderplatz,27538557
Germany,Berlin,Pankow,Pankow Zentrum,27538701
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,27539308
Germany,Berlin,Pankow,Weißensee,27541627
Germany,Berlin,Mitte,Osloer Straße,27541781
Germany,Berlin,Pankow,Helmholtzplatz,27544648
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,27545952
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27546457
Germany,Berlin,Neukölln,Rixdorf,27547382
Germany,Berlin,Neukölln,Reuterstraße,27547671
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27548249
Germany,Berlin,Pankow,Prenzlauer Berg Süd,27548361
Germany,Berlin,Pankow,Prenzlauer Berg Ost,27549302
Germany,Berlin,Mitte,Brunnenstr. Süd,27549377
Germany,Berlin,Marzahn - Hellersdorf,Mahlsdorf,27550198
Germany,Berlin,Steglitz - Zehlendorf,Schloßstr.,27551986
Germany,Berlin,Lichtenberg,Alt-Hohenschönhausen Süd,27555788
Germany,Berlin,Mitte,Moabit Ost,27560722
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,27560881
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,27561431
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,27562326
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,27564325
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27565431
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,27568480
Germany,Berlin,Neukölln,Schillerpromenade,27568518
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27569097
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27569502
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27569715
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,27570248
Germany,Berlin,Mitte,Wedding Zentrum,27570328
Germany,Berlin,Charlottenburg-Wilm.,Volkspark Wilmersdorf,27571086
Germany,Berlin,Pankow,Prenzlauer Berg Ost,27571153
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,27572024
Germany,Berlin,Mitte,Brunnenstr. Süd,27572734
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27572806
Germany,Berlin,Mitte,Alexanderplatz,27573705
Germany,Berlin,Neukölln,Rudow,27574236
Germany,Berlin,Mitte,Osloer Straße,27574269
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,27574404
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,27575183
Germany,Berlin,Pankow,Pankow Zentrum,27576890
Germany,Berlin,Mitte,Alexanderplatz,27577073
Germany,Berlin,Pankow,Weißensee,27577470
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27579085
Germany,Berlin,Mitte,Alexanderplatz,27586897
Germany,Berlin,Charlottenburg-Wilm.,Kantstraße,27587339
Germany,Berlin,Mitte,Brunnenstr. Süd,27589289
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27589908
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,27591362
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,27592142
Germany,Berlin,Mitte,Alexanderplatz,27592241
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,27592366
Germany,Berlin,Mitte,Alexanderplatz,27594514
Germany,Berlin,Mitte,Moabit West,27594539
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27597736
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,27598477
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,27598847
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,27599302
Germany,Berlin,Mitte,Alexanderplatz,27599885
Germany,Berlin,Mitte,Moabit Ost,27599889
Germany,Berlin,Mitte,Moabit Ost,27600773
Germany,Berlin,Mitte,Brunnenstr. Süd,27602085
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27602206
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27602474
Germany,Berlin,Mitte,Brunnenstr. Nord,27602698
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,27604452
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27605273
Germany,Berlin,Mitte,Tiergarten Süd,27606141
Germany,Berlin,Mitte,Alexanderplatz,27615113
Germany,Berlin,Mitte,Regierungsviertel,27617673
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,27621598
Germany,Berlin,Neukölln,Rixdorf,27622108
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,27622364
Germany,Berlin,Charlottenburg-Wilm.,Grunewald,27622466
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,27626205
Germany,Berlin,Mitte,Alexanderplatz,27627221
Germany,Berlin,Charlottenburg-Wilm.,Halensee,27627773
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27629025
Germany,Berlin,Steglitz - Zehlendorf,Albrechtstr.,27629634
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,27630936
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,27634356
Germany,Berlin,Steglitz - Zehlendorf,Drakestr.,27635086
Germany,Berlin ,Lichtenberg,Frankfurter Allee Süd,27635148
Germany,Berlin,Lichtenberg,Alt-Lichtenberg,27644623
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,27645497
Germany,Berlin,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,27646390
Germany,Berlin ,Lichtenberg,Neu Lichtenberg,27646616
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,27646863
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27647931
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27648826
Germany,Berlin,Mitte,Brunnenstr. Süd,27649100
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,27650126
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27650300
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27652032
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27653379
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27654864
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,27654936
Germany,Berlin,Charlottenburg-Wilm.,Schmargendorf,27654946
Germany,Berlin,Pankow,Helmholtzplatz,27655372
Germany,Berlin,Neukölln,Schillerpromenade,27655569
Germany,Berlin,Charlottenburg-Wilm.,Barstraße,27656410
Germany,Berlin,Mitte,Parkviertel,27657259
Germany,Berlin,Mitte,Brunnenstr. Süd,27657345
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27658359
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,27658367
Germany,Berlin,Lichtenberg,Fennpfuhl,27666838
Germany,Berlin,Mitte,Parkviertel,27667172
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27668920
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,27669078
Germany,Berlin,Neukölln,Reuterstraße,27670500
Germany,Berlin,Mitte,Tiergarten Süd,27671269
Germany,Berlin,Mitte,Osloer Straße,27671413
Germany,Berlino,Charlottenburg-Wilm.,Barstraße,27672437
Germany,Berlin,Pankow,Prenzlauer Berg Nord,27672813
Germany,Berlin,Charlottenburg-Wilm.,Kantstraße,27674306
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27674388
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,27674562
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27674765
Germany,Berlin,Mitte,Parkviertel,27674784
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,27676031
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27676466
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27678046
Germany,Berlin,Steglitz - Zehlendorf,Drakestr.,27678463
Germany,Berlin,Mitte,Parkviertel,27678560
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27680779
Germany,Berlin,Mitte,Alexanderplatz,27685334
Germany,Berlin,Mitte,Tiergarten Süd,27686631
Germany,Berlin,Neukölln,Rixdorf,27688189
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,27688759
Germany,Berlin,Mitte,Alexanderplatz,27688938
Germany,Berlin,Spandau,Gatow / Kladow,27689269
Germany,Berlin,Mitte,Alexanderplatz,27689830
Germany,Berlin,Neukölln,Reuterstraße,27690391
Germany,Berlin,Tempelhof - Schöneberg,Tempelhof,27690437
Germany,Berlin,Mitte,Moabit West,27690760
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,27693446
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,27693673
Germany,Berlin,Pankow,Prenzlauer Berg Nord,27693964
Germany,Berlin,Mitte,Parkviertel,27694376
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27694542
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27694673
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27695919
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27699146
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,27699236
Germany,Berlin,Mitte,Wedding Zentrum,27699814
Germany,Berlin,Mitte,Osloer Straße,27700221
Germany,Berlin,Lichtenberg,Neu Lichtenberg,27702777
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27708156
Germany,Berlin,Pankow,Weißensee,27709730
Germany,Berlin,Charlottenburg-Wilm.,Charlottenburg Nord,27709750
Germany,Berlin,Tempelhof - Schöneberg,Tempelhof,27711230
Germany,Berlin,Lichtenberg,Neu Lichtenberg,27711286
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,27711506
Germany,Berlin,Mitte,Brunnenstr. Süd,27712888
Germany,Berlin,Mitte,Alexanderplatz,27714168
Germany,Berlin,Neukölln,Reuterstraße,27715091
Germany,Berlin,Charlottenburg-Wilm.,Volkspark Wilmersdorf,27715510
Germany,Berlin,Lichtenberg,Neu Lichtenberg,27717158
Germany,Berlin,Neukölln,Reuterstraße,27717358
Germany,Berlin,Mitte,Moabit West,27717839
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,27718863
Germany,Berlin,Reinickendorf,West 3,27720220
Germany,Berlin,Marzahn - Hellersdorf,Biesdorf,27721266
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,27722987
Germany,Berlin,Mitte,Alexanderplatz,27722993
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,27724062
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,27724382
Germany,Berlin,Marzahn - Hellersdorf,Biesdorf,27724483
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,27725920
Germany,Berlin,Lichtenberg,Alt-Lichtenberg,27725940
Germany,Berlin,Tempelhof - Schöneberg,Tempelhof,27726144
Germany,Berlin,Charlottenburg-Wilm.,Schmargendorf,27726162
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27726481
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,27727433
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,27727744
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,27729336
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,27729562
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,27736585
Germany,Berlin,Charlottenburg-Wilm.,Volkspark Wilmersdorf,27737734
Germany,Berlin,Mitte,Wedding Zentrum,27738132
Germany,Berlin,Neukölln,Rixdorf,27738346
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,27740135
Germany,Berlin,Charlottenburg-Wilm.,Westend,27741271
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,27741319
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,27741406
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,27742744
Germany,Berlin,Pankow,Weißensee,27744852
Germany,Berlin,Tempelhof - Schöneberg,Tempelhof,27745107
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27745921
Germany,Berlin,Mitte,Parkviertel,27746667
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27746772
Germany,Berlin,Neukölln,Schillerpromenade,27746914
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,27746973
Germany,Berlin,Pankow,Schönholz/Wilhelmsruh/Rosenthal,27747295
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,27751257
Germany,Berlin,Mitte,Moabit West,27752124
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,27752287
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27752857
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27753831
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,27753964
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,27754722
Germany,Berlin,Mitte,Osloer Straße,27756669
Germany,Berlin,Neukölln,Rixdorf,27757189
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27758071
Germany,Berlin,Lichtenberg,Neu Lichtenberg,27764272
Germany,Berlin,Pankow,Buchholz,27766780
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,27767666
Germany,Berlin,Neukölln,Reuterstraße,27767951
Germany,Berlin,Lichtenberg,Frankfurter Allee Süd,27768328
Germany,Berlin,Neukölln,Schillerpromenade,27768989
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,27769256
Germany,Berlin,Pankow,Weißensee,27770131
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,27770523
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,27770747
Germany,Berlin,Neukölln,Rixdorf,27772613
Germany,Berlin,Neukölln,Köllnische Heide,27773018
Germany,Berlin,Charlottenburg-Wilm.,Wiesbadener Straße,27773813
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,27774411
Germany,Berlin,Mitte,Moabit West,27774419
Germany,Berlin,Lichtenberg,Neu Lichtenberg,27774847
Germany,Berlin,Tempelhof - Schöneberg,Tempelhof,27775459
Germany,Berlin,Neukölln,Britz,27776089
Germany,Berlin,Steglitz - Zehlendorf,Albrechtstr.,27776763
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,27778029
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,27778034
Germany,Berlin,Charlottenburg-Wilm.,Kurfürstendamm,27780142
Germany,Berlin,Neukölln,Schillerpromenade,27780180
Germany,Berlin,Neukölln,Reuterstraße,27782284
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27782423
Germany,Berlin,Neukölln,Reuterstraße,27792648
Germany,Berlin,Neukölln,Reuterstraße,27793023
Germany,Berlin,Mitte,Moabit West,27794190
Germany,Berlin,Treptow - Köpenick,Bohnsdorf,27794196
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,27794640
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,27796047
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,27797259
Germany,Berlin,Neukölln,Schillerpromenade,27798192
Germany,Berlin,Charlottenburg-Wilm.,Westend,27799797
Germany,Berlin,Mitte,Brunnenstr. Süd,27801449
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,27804106
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27806198
Germany,Berlin,Steglitz - Zehlendorf,Teltower Damm,27807503
Germany,Berlin,Mitte,Moabit Ost,27809483
Germany,Berlin,Mitte,Alexanderplatz,27816582
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,27818894
Germany,Berlin,Pankow,Prenzlauer Berg Ost,27819813
Germany,Berlin,Mitte,Tiergarten Süd,27820062
Germany,Berlin,Charlottenburg-Wilm.,Schloß Charlottenburg,27820181
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27821061
Germany,Berlin,Neukölln,Britz,27821826
Germany,Berlin,Mitte,Parkviertel,27822171
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,27823362
Germany,Berlin,Neukölln,Schillerpromenade,27823432
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,27823817
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,27824958
Germany,Berlin,Neukölln,Schillerpromenade,27829482
Germany,Berlin,Mitte,Wedding Zentrum,27833356
Germany,Berlin,Charlottenburg-Wilm.,Heerstrasse,27839533
Germany,Berlin,Neukölln,Schillerpromenade,27840053
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,27841453
Germany,Berlin,Neukölln,Schillerpromenade,27842145
Germany,Berlin,Mitte,Osloer Straße,27845444
Germany,Berlin,Treptow - Köpenick,Johannisthal,27845478
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,27851393
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,27854518
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,27858308
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,27859320
Germany,Berlin,Steglitz - Zehlendorf,Ostpreußendamm,27860917
Germany,Berlin,Steglitz - Zehlendorf,Albrechtstr.,27863773
Germany,Berlin,Mitte,Wedding Zentrum,27863788
Germany,Berlin,Mitte,Parkviertel,27863841
Germany,Berlin,Pankow,Prenzlauer Berg Ost,27864240
Germany,Berlin,Neukölln,Rixdorf,27865027
Germany,Berlin,Mitte,Osloer Straße,27865467
Germany,Berlin,Mitte,Tiergarten Süd,27865782
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27867153
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27867799
Germany,Berlin,Pankow,Prenzlauer Berg Süd,27868327
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27868396
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27868762
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27868990
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27869317
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27869320
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27869754
Germany,Berlin,Mitte,Brunnenstr. Süd,27869842
Germany,Berlin,Pankow,Pankow Zentrum,27870047
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27870140
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,27870323
Germany,Berlin,Mitte,Brunnenstr. Süd,27870363
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27871874
Germany,Berlin,Pankow,Prenzlauer Berg Süd,27872203
Germany,Berlin,Lichtenberg,Neu Lichtenberg,27873608
Germany,Berlin,Tempelhof - Schöneberg,Mariendorf,27873738
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,27875676
Germany,Berlin,Marzahn - Hellersdorf,Marzahn-Süd,27876326
Germany,Berlin,Neukölln,Reuterstraße,27884012
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27885635
Germany,Berlin,Neukölln,Schillerpromenade,27886871
Germany,Berlin,Mitte,Alexanderplatz,27888165
Germany,Berlin,Mitte,Brunnenstr. Süd,27889196
Germany,Berlin,Mitte,Wedding Zentrum,27889635
Germany,Berlin,Mitte,Brunnenstr. Süd,27890003
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,27890346
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,27891676
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,27891859
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,27892321
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,27893415
Germany,Berlin,Mitte,Brunnenstr. Süd,27893683
Germany,Berlin,Pankow,Pankow Zentrum,27894771
Germany,Berlin,Mitte,Moabit Ost,27894806
Germany,Berlin,Neukölln,Rixdorf,27896430
Germany,Berlin,Pankow,Prenzlauer Berg Nord,27896588
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,27896795
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,27896838
